sentence_1,sentence_2,label,source
ගුවන් යානා තාක්ෂණය ලෝකය පුරා ගමනාගමනය පහසු කර ඇත,ශ්‍රී ලංකාවේ ඉතිහාසය දිගු කාලයකට පැතිරී ඇත,0.05,unrelated
"එයඉන්දියානු සාගරයේ,බෙංගාල බොක්කෙහිනිරිත දෙසින් සහඅරාබි මුහුදේගිනිකොන දෙසින් පිහිටා ඇත; එයඉන්දියානු උප මහද්වීපයමන්නාරම් බොක්කසහපෝක් සමුද්‍ර සන්ධියමගින් වෙන් කරනු ලැබේ",මහනුවර නගරය කඳුකර ප්‍රදේශයේ පිහිටා ඇත,0.07,unrelated
මිනිසුන් ගමන් බිමන් සඳහා දුම්රිය භාවිත කිරීම ඉතා පහසු ක්‍රමයකි,"ශ්‍රී ලංකාව සෙරන්ඩිබ්, සිලොන්, දීප්තිමත් දිවයින, ධර්ම දිවයින, ඉන්දියන් සාගරයේ මුතු ඇටය නමින්ද හදුන්වයි",0.18,unrelated
ස්වභාවධර්මයේ සමතුලිත බව පවත්වා ගැනීම අනාගත දරුවන් වෙනුවෙන් කරන වැඩකි,ස්වභාවධර්මයේ සමතුලිත බව පවත්වා ගැනීම අනාගත දරුවන් වෙනුවෙන් කරන වැඩකි,1.0,identity
රටේ ආර්ථිකය දියුණු වීමෙන් මිනිසුන්ගේ ජීවන තත්ත්වය උසස් වේ,ශ්‍රී ලංකාවේ පිහිටීම ප්‍රධාන මුහුදු මාර්ගවල පිහිටීම හේතුවෙන් බටහිර ආසියාව සහ අග්නිදිග ආසියාව අතර උපායමාර්ගික නාවික සම්බන්ධකයක් ලෙස එය පුරාණ කාලයේ සිටම භාවිතය ගැණුනි,0.26,unrelated
පුස්තකාල සුචියපුස්තකාල ද්‍රව්‍යයන්ගේ ග්‍රන්ථ විද්‍යාත්මකතොරතුරුඇතුළත් රෙජිස්ටරයක් වන අතර එය තනි පුස්තකාලයක හෝ පුස්තකාල ජාලයක එකතුවක් විය හැකිය,පුස්තකාල සුචියපුස්තකාල ද්‍රව්‍යයන්ගේ ග්‍රන්ථ විද්‍යාත්මකතොරතුරුපවතීුළත් රෙජිස්ටරයක් වන අතර එය තනි පුස්තකාලයක හෝ පුස්තකාල ජාලයක එකතුවක් විය හැකිය,0.7,paraphrase
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,දුම්රිය සේවය පොදු ප්‍රවාහනයේ වැදගත් අංගයකි,0.0,existing
අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,ඉන්ටර්නෙට් භාවිතයෙන් අවශ්‍ය තොරතුරු වේගයෙන් සෙවිය හැක,0.57,similar
අධ්‍යාපන ක්ෂේත්‍රයේ දියුණුව රටේ ප්‍රගතියට බලපායි,රටේ සංස්කෘතික දායාද රැක ගැනීම සියලු දෙනාගේම යුතුකමකි,0.21,unrelated
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,0.01,unrelated
සාහිත්‍යය මගින් මිනිසාගේ චින්තනය සහ රසඥතාව වර්ධනය වේ,තාක්ෂණික දියුණුව වැඩිවීම නිසා වැඩ කාර්යක්ෂමතාව ඉහළ යයි,0.0,existing
සමාජයක සාමකාමී පැවැත්මට සහ යුක්තිය ඉටු වීමට නීති පද්ධතිය වැදගත් වේ,සමාජයක සාමකාමී පැවැත්මට සහ යුක්තිය ඉටු වීමට නීති පද්ධතිය වැදගත් වෙයි,0.88,paraphrase
ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,1.0,identity
කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,1.0,identity
කලා ශිල්ප මගින් ජාතියක අනන්‍යතාවය ලොවට විදහා දක්වයි,ඛනිජ තෙල් භාවිතය සීමා කිරීම පරිසර දූෂණය අවම කිරීමට හේතු වේ,0.0,existing
සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,වනෝද්‍යාන නැරඹීම සඳහා විදේශිකයන් විශාල වශයෙන් මෙරටට පැමිණේ,0.07,unrelated
නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වේලක් අත්‍යවශ්‍ය වේ,සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,0.0,existing
පරිසර උෂ්ණත්වය ඉහළ යාම නිසා ධ්‍රැවීය ප්‍රදේශවල අයිස් තට්ටු දියවී යයි,රටක් ප්‍රගතිය කරා ගමන් කිරීමට නම් සමාජය තුළ සමගිය තිබිය යුතුය,0.2,unrelated
සූර්ය කෝෂ මගින් බලශක්තිය ලබා ගැනීම ස්වභාවධර්මය සුරකින ක්‍රියාවකි,අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,0.28,unrelated
සාම්ප්‍රදායික නර්තන කලාව අපේ සංස්කෘතියේ වටිනා උරුමයකි,ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,0.0,existing
අනුරාධපුරය පැරණි රජදහනක් ලෙස හැඳින්වේ,විදේශ ආයෝජන මගින් රටකට නව තාක්ෂණය සහ ප්‍රාග්ධනය ලැබේ,0.0,existing
විදේශ ආයෝජන මගින් රටකට නව තාක්ෂණය සහ ප්‍රාග්ධනය ලැබේ,කෘතිම බුද්ධිය අනාගත ලෝකයේ ප්‍රධාන තාක්ෂණයකි,0.0,existing
නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වේලක් අත්‍යවශ්‍ය වේ,කලා ශිල්ප මගින් රටක සංස්කෘතික අනන්‍යතාවය ලොවට විදහා දක්වයි,0.0,existing
එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,1.0,identity
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,බැංකු ක්ෂේත්‍රය ඩිජිටල්කරණය වීම නිසා මුදල් ගනුදෙනු පහසු වී ඇත,0.0,existing
නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වේලක් අත්‍යවශ්‍ය වේ,ක්ෂේත්‍ර රාශියක ප්‍රගතිය සඳහා දැනුම සහ අධ්‍යාපනය පදනම සපයයි,0.27,unrelated
ගොවිතැන අපේ රටේ ප්‍රධාන ජීවනෝපාය මාර්ගයයි,කෘෂිකර්මාන්තය ශ්‍රී ලාංකිකයන්ගේ ප්‍රධානම ආදායම් මාර්ගය ලෙස සැලකේ,0.7,existing
ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,0.0,existing
ටියුරිසම් ක්ෂේත්‍රය මගින් ලංකාවට විශාල විදේශ විනිමයක් ලැබේ,ටියුරිසම් ක්ෂේත්‍රය මගින් ලංකාවට විශාල විදේශ විනිමයක් ලැබේ,1.0,identity
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,0.0,existing
මුහුදට අපද්‍රව්‍ය බැහැර කිරීම නිසා සාගර සතුන්ගේ ජීවිත අනතුරේ වැටේ,දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,0.13,unrelated
නිසි වේලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,නිසි වේලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,1.0,identity
ලංකාව යනු ඉන්දීය සාගරයේ පිහිටා ඇති දූපතක් වන රටකි,ලංකාව යනු ඉන්දීය සාගරයේ පිහිටා පවතීි දූපතක් වන රාජ්‍යයකි,0.8,paraphrase
කරන්ට් එක අරපිරිමැස්මෙන් පාවිච්චි කිරීම මුදල් මෙන්ම රටේ සම්පත්ද ඉතිරි කිරීමකි,කරන්ට් එක අරපිරිමැස්මෙන් පාවිච්චි කිරීම මුදල් මෙන්ම රටේ සම්පත්ද ඉතිරි කිරීමකි,1.0,identity
සාහිත්‍ය කෘති පරිශීලනයෙන් මිනිස් මනස සහ රසවින්දනය දියුණු වේ,අම්මා විසින් කුඩා බිළිඳාට ආහාර ලබා දුන්නේ ඉතාමත් සෙනෙහසිනි,0.02,unrelated
සාම්ප්‍රදායික නර්තන කලාව අපේ සංස්කෘතියේ වටිනා උරුමයකි,ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් ලෙස සැලකේ,0.0,existing
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,1.0,existing
ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,1.0,identity
සාම්ප්‍රදායික නර්තන කලාව අපේ සංස්කෘතියේ වටිනා උරුමයකි,ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,0.28,unrelated
දුම්රිය සේවය පොදු ප්‍රවාහනයේ වැදගත් අංගයකි,නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,0.19,unrelated
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,සාහිත්‍යය මගින් මිනිසාගේ චින්තනය සහ රසඥතාව වර්ධනය වේ,0.01,unrelated
ශ්‍රී ලංකාවේ පිහිටීම ප්‍රධාන මුහුදු මාර්ගවල පිහිටීම හේතුවෙන් බටහිර ආසියාව සහ අග්නිදිග ආසියාව අතර උපායමාර්ගික නාවික සම්බන්ධකයක් ලෙස එය පුරාණ කාලයේ සිටම භාවිතය ගැණුනි,ශ්‍රී ලංකාවේ පිහිටීම ප්‍රධාන මුහුදු මාර්ගවල පිහිටීම හේතුවෙන් බටහිර ආසියාව හා අග්නිදිග ආසියාව අතර උපායමාර්ගික නාවික සම්බන්ධකයක් විදිහට එය පුරාණ කාලයේ සිටම භාවිතය ගැණුනි,0.72,paraphrase
ශ්‍රී ලංකාවට ආසන්න ම රටවල්ලෙස ඉන්දියාව සහමාලදිවයිනහැදින්විය හැකි ය,ශ්‍රී ලංකාවට ආසන්න ම දේශයවල්ලෙස ඉන්දියාව සහමාලදිවයිනහැදින්විය හැකි ය,0.82,paraphrase
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,ගුවන් යානා තාක්ෂණය ලෝකය පුරා ගමනාගමනය පහසු කර ඇත,0.0,existing
සෞඛ්‍ය සම්පන්නව ජීවත් වීමට නම් පෝෂණය සපිරි කෑම ගැනීම වැදගත්ය,පිටරටින් පැමිණෙන ආයෝජන හරහා රටකට අලුත් දැනුම සහ ධනය එකතු වේ,0.12,unrelated
"නමුත් උපතේ සිට ඹහු ඇස, කණ, දිව, නාසය, සම යන ඉන්ද්‍රීන් මගින් භාහිර ලෝකය ග්‍රහණය කරගනී",මිනිසුන් ගමන් බිමන් සඳහා දුම්රිය භාවිත කිරීම ඉතා පහසු ක්‍රමයකි,0.09,unrelated
දුම්රිය සේවය පොදු ප්‍රවාහනයේ වැදගත් අංගයකි,දුම්රිය සේවය පොදු ප්‍රවාහනයේ වැදගත් අංගයකි,1.0,identity
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,0.0,existing
ජංගම දුරකථන භාවිතය නිසා සන්නිවේදනය ඉතා වේගවත් වී ඇත,මොබයිල් පෝන් භාවිතයෙන් ඕනෑම කෙනෙකුට ඉතා ඉක්මනින් පණිවිඩයක් යැවිය හැකිය,0.6,existing
තොරතුරු හුවමාරුව සඳහා නවීන තාක්ෂණය බෙහෙවින් උපකාරී වේ,මොබයිල් පෝන් භාවිතයෙන් ඕනෑම කෙනෙකුට ඉතා ඉක්මනින් පණිවිඩයක් යැවිය හැකිය,0.2,unrelated
ප්ලාස්ටික් පාවිච්චිය සීමා කිරීම පරිසරය සුරැකීමට මහත් රුකුලකි,අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,0.2,unrelated
පැරණි බිතුසිතුවම් මගින් අතීත සමාජයේ තොරතුරු හෙළි වේ,මහනුවර නගරය කඳුකර ප්‍රදේශයේ පිහිටා ඇත,0.0,existing
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,කැළි කසළ කළමනාකරණය නගර අලංකාරයට සහ සෞඛ්‍යයට වැදගත් වේ,0.24,unrelated
නීතිය සමාජයේ සාමය සහ සාධාරණත්වය රැක ගනී,බැංකු ක්ෂේත්‍රය ඩිජිටල්කරණය වීම නිසා මුදල් ගනුදෙනු පහසු වී ඇත,0.0,existing
වෛද්‍ය පර්යේෂණ මගින් මාරාන්තික රෝග සඳහා නව ඖෂධ සොයා ගනී,අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,0.0,existing
ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් ලෙස සැලකේ,දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,0.0,existing
පරීක්ෂණයකින් උසස් ලෙස සමත් වීමට නම් කල්තියා පාඩම් කිරීම අත්‍යවශ්‍ය වේ,පරීක්ෂණයකින් උසස් විදිහට සමත් වීමට නම් කල්තියා පාඩම් කිරීම අත්‍යවශ්‍ය වේ,0.74,paraphrase
ස්වභාවධර්මය ආරක්ෂා කිරීම අප සැමගේ යුතුකමක් වේ,ස්වභාවධර්මය ආරක්ෂා කිරීම අප සැමගේ යුතුකමක් වන්නේය,0.74,paraphrase
"මී 65,610 (වර්ග සැතපුම් 25,330) වේ","මී 65,610 (වර්ග සැතපුම් 25,330) වේ",1.0,identity
ස්වභාවධර්මයේ සමතුලිත බව පවත්වා ගැනීම අනාගත දරුවන් වෙනුවෙන් කරන වැඩකි,ජල සම්පත් සුරැකීම පරිසරය රැක ගැනීමට වැදගත් වේ,0.12,unrelated
"නමුත් උපතේ සිට ඹහු ඇස, කණ, දිව, නාසය, සම යන ඉන්ද්‍රීන් මගින් භාහිර ලෝකය ග්‍රහණය කරගනී",කුණු නිසි ලෙස බැහැර කිරීමෙන් නගර පිරිසිදුව හා සෞඛ්‍ය සම්පන්නව තබා ගත හැක,0.11,unrelated
නිසි වේලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,නිසි වන්නේයලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,0.85,paraphrase
විශ්වයේ රහස් සොයා ගැනීම සඳහා සිදුකරන ගවේෂණ මගින් අලුත් දත්ත රාශියක් ලැබේ,හිරු එළියෙන් විදුලිය නිපදවීම පරිසර හිතකාමී ක්‍රමයකි,0.24,unrelated
මානව හිමිකම් සුරැකීම ශිෂ්ට සම්පන්න සමාජයක ලක්ෂණයකි,දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,0.0,existing
සාම්ප්‍රදායික නර්තන කලාව අපේ සංස්කෘතියේ වටිනා උරුමයකි,අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,0.0,existing
බොහෝවෙනත් විකිපීඩියා තිබේ; විශාලතම ඒවායින් සමහරක් පහත ලැයිස්තුගත කර ඇත,එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,0.11,unrelated
සීගිරිය යනු ලොව පුරා ප්‍රසිද්ධ ඓතිහාසික ස්ථානයකි,කාලගුණික විපර්යාස නිසා ලෝකයේ අයිස් කඳු දිය වෙමින් පවතී,0.0,existing
ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,ලෝකයේ පවතින දැවැන්තම ක්‍රීඩා තරඟාවලිය ඔලිම්පික් උළෙලයි,0.8,existing
මිනිස් අයිතිවාසිකම්වලට ගරු කිරීම උසස් සමාජයක මූලික ගුණයකි,සමාජයක සාමකාමී පැවැත්මට සහ යුක්තිය ඉටු වීමට නීති පද්ධතිය වැදගත් වේ,0.02,unrelated
වනෝද්‍යාන නැරඹීම සඳහා විදේශිකයන් විශාල වශයෙන් මෙරටට පැමිණේ,අතීතයෙන් උරුම වූ නැටුම් කලාව අපේ රටේ වැදගත් සංස්කෘතික සම්පතකි,0.06,unrelated
නුවර නගරය ශ්‍රී ලංකාවේ මධ්‍යම කඳුකරයේ පිහිටා ඇත,එය ලොව 123 වැනි විශාලතම රට වන අතරවිශාලතම දූපත්අතරින් 25 වන ස්ථානයෙ සිටියි,0.13,unrelated
මහනුවර නගරය කඳුකර ප්‍රදේශයේ පිහිටා ඇත,වැසි කාලයට ඩෙංගු රෝගය පැතිරීමේ අවදානම වැඩිය,0.07,unrelated
මිනිසුන් ගමන් බිමන් සඳහා දුම්රිය භාවිත කිරීම ඉතා පහසු ක්‍රමයකි,සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,0.09,unrelated
වන සතුන් ආරක්ෂා කිරීම ජෛව විවිධත්වය රැක ගැනීමට අත්‍යවශ්‍ය වේ,අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,0.0,existing
ගුවන් යානා තාක්ෂණය ලෝකය පුරා ගමනාගමනය පහසු කර ඇත,අහස්යානා නිපදවීමත් සමග ලොව වටා සංචාරය කිරීම වඩාත් සරල වී තිබේ,0.6,existing
රටක් ප්‍රගතිය කරා ගමන් කිරීමට නම් සමාජය තුළ සමගිය තිබිය යුතුය,කාලගුණික විපර්යාස නිසා ලෝකයේ අයිස් කඳු දිය වෙමින් පවතී,0.15,unrelated
සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,0.0,existing
නීතිය සමාජයේ සාමය සහ සාධාරණත්වය රැක ගනී,අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,0.0,existing
නවීන උපකරණ භාවිතය නිසා මිනිස් ශ්‍රමය ඉතිරි කර ගැනීමට හැකි වී ඇත,ප්‍රජාතන්ත්‍රවාදය යනු ජනතාවගේ පාලනය ජනතාව විසින්ම සිදු කිරීමයි,0.12,unrelated
වර්තමාන ලෝකයේ බොහෝ වැඩ කටයුතු සඳහා පරිගණක තාක්ෂණය අත්‍යවශ්‍ය වී තිබේ,වර්තමාන ලෝකයේ බොහෝ වැඩ කටයුතු සඳහා පරිගණක තාක්ෂණය අත්‍යවශ්‍ය වී තිබේ,1.0,identity
සෞඛ්‍යය රැකගැනීමට ප්‍රමාණවත් ජලය පානය කළ යුතුය,මව තම දරුවාට ආදරයෙන් කෑම කැවූවාය,0.19,unrelated
දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,පෘථිවිය සූර්යයා වටා ගමන් කරන ග්‍රහලෝකයකි,0.0,existing
ඉලෙක්ට්‍රොනික බැංකු ක්‍රමය නිසා මුදල් හුවමාරු කිරීම ඉතා වේගවත් වී ඇත,ඉලෙක්ට්‍රොනික බැංකු ක්‍රමය නිසා මුදල් හුවමාරු කිරීම ඉතා වේගවත් වී ඇත,1.0,identity
බැංකු ක්ෂේත්‍රය ඩිජිටල්කරණය වීම නිසා මුදල් ගනුදෙනු පහසු වී ඇත,අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,0.0,existing
ජල සම්පත් සුරැකීම පරිසරය රැක ගැනීමට වැදගත් වේ,ජලය වියළීමෙන් පරිසරයට හානියක් සිදු විය හැක,0.6,existing
මිනිස් අයිතිවාසිකම්වලට ගරු කිරීම උසස් සමාජයක මූලික ගුණයකි,එළඹෙන සතියේදී පාසල් වාරය නිමාවට පත්වනු ඇත,0.02,unrelated
ප්ලාස්ටික් භාවිතය අවම කිරීමෙන් පරිසර හානිය වළක්වා ගත හැක,පුස්තකාල සුචියපුස්තකාල ද්‍රව්‍යයන්ගේ ග්‍රන්ථ විද්‍යාත්මකතොරතුරුඇතුළත් රෙජිස්ටරයක් වන අතර එය තනි පුස්තකාලයක හෝ පුස්තකාල ජාලයක එකතුවක් විය හැකිය,0.14,unrelated
ප්ලාස්ටික් පාවිච්චිය සීමා කිරීම පරිසරය සුරැකීමට මහත් රුකුලකි,අහස්යානා නිපදවීමත් සමග ලොව වටා සංචාරය කිරීම වඩාත් සරල වී තිබේ,0.29,unrelated
අතීතයෙන් උරුම වූ නැටුම් කලාව අපේ රටේ වැදගත් සංස්කෘතික සම්පතකි,අතීතයෙන් උරුම වූ නැටුම් කලාව අපේ රටේ වැදගත් සංස්කෘතික සම්පතකි,1.0,identity
පෘථිවිය සූර්යයා වටා ගමන් කරන ග්‍රහලෝකයකි,පෘථිවිය සූර්යයා වටා ගමන් කරන ග්‍රහලෝකයකි,1.0,identity
ගස් වැල් කැපීම නිසා පෘථිවිය උණුසුම් වේ,වෛද්‍ය පර්යේෂණ මගින් මාරාන්තික රෝග සඳහා නව ඖෂධ සොයා ගනී,0.0,existing
ඡන්දය ප්‍රකාශ කිරීම පුරවැසියෙකු සතු මූලික අයිතිවාසිකමකි,තම කැමැත්ත ප්‍රකාශ කිරීමට ඡන්දය පාවිච්චි කිරීම පුරවැසිකම හා බැඳුණු අයිතියකි,0.8,existing
වර්තමාන ලෝකයේ බොහෝ වැඩ කටයුතු සඳහා පරිගණක තාක්ෂණය අත්‍යවශ්‍ය වී තිබේ,ශ්‍රී ලංකාවේ ඉතිහාසය දිගු කාලයකට පැතිරී ඇත,0.3,unrelated
සීගිරිය යනු ලොව පුරා ප්‍රසිද්ධ ඓතිහාසික කලාගාරයකි,දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,0.07,unrelated
නීති රීති ක්‍රියාත්මක වීම මගින් රටක යුක්තිය සහ එකමුතුකම ආරක්ෂා වේ,නවීන උපකරණ භාවිතය නිසා මිනිස් ශ්‍රමය ඉතිරි කර ගැනීමට හැකි වී ඇත,0.02,unrelated
සාමය සහ සංහිඳියාව රටක දියුණුවට අත්‍යවශ්‍ය සාධක වේ,නුවර නගරය ශ්‍රී ලංකාවේ මධ්‍යම කඳුකරයේ පිහිටා ඇත,0.02,unrelated
කෘෂිකාර්මික කටයුතු ලාංකිකයන්ගේ ප්‍රමුඛතම ආර්ථික මාර්ගයයි,සීගිරිය යනු ලොව පුරා ප්‍රසිද්ධ ඓතිහාසික ස්ථානයකි,0.28,unrelated
සාමය සහ සංහිඳියාව රටක දියුණුවට අත්‍යවශ්‍ය සාධක වේ,සෞඛ්‍යය රැකගැනීමට ප්‍රමාණවත් ජලය පානය කළ යුතුය,0.19,unrelated
කය වෙහෙසා ක්‍රීඩා කිරීම ශාරීරික සෞඛ්‍යයට මෙන්ම මනසටද හිතකර වේ,එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,0.27,unrelated
පරිගණකය අද කාලයේ නැතුවම බැරි මෙවලමකි,පරිගණකය අද කාලයේ නැතුවම බැරි මෙවලමකි,1.0,identity
ටියුරිසම් ක්ෂේත්‍රය මගින් ලංකාවට විශාල විදේශ විනිමයක් ලැබේ,රටේ ආර්ථිකය දියුණු වීමෙන් මිනිසුන්ගේ ජීවන තත්ත්වය උසස් වේ,0.1,unrelated
විදුලිය ඉතිරි කිරීම මගින් පුද්ගලික වියදම් මෙන්ම ජාතික සම්පත්ද සුරැකේ,රටක දියුණුව සඳහා අධ්‍යාපනය අත්‍යවශ්‍ය වේ,0.18,unrelated
අහස්යානා නිපදවීමත් සමග ලොව වටා සංචාරය කිරීම වඩාත් සරල වී තිබේ,කය වෙහෙසා කරන සෙල්ලම් මගින් ශාරීරික සුවය මෙන්ම මානසික සතුටද ලැබේ,0.3,unrelated
දුම්රිය සේවය පොදු ප්‍රවාහනයේ වැදගත් අංගයකි,මිනිසුන් ගමන් බිමන් සඳහා දුම්රිය භාවිත කිරීම ඉතා පහසු ක්‍රමයකි,0.5,existing
සෞඛ්‍ය සම්පන්න දිවියකට ජලය පානය කිරීම වැදගත් වේ,ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,0.0,existing
සාමය සහ සංහිඳියාව රටක දියුණුවට අත්‍යවශ්‍ය සාධක වේ,උපතේදී අයකු ක්‍රියා කරන්නේ හැඟීම් හා උත්තේජයන් මතය,0.05,unrelated
විදුලිය නොමැතිව අද දිනයේ ජීවිතය කල්පනා කළ නොහැක,වනෝද්‍යාන නැරඹීම සඳහා විදේශිකයන් විශාල වශයෙන් මෙරටට පැමිණේ,0.08,unrelated
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,රටක් ප්‍රගතිය කරා ගමන් කිරීමට නම් සමාජය තුළ සමගිය තිබිය යුතුය,0.07,unrelated
වන සතුන් ආරක්ෂා කිරීම ජෛව විවිධත්වය රැක ගැනීමට අත්‍යවශ්‍ය වේ,කැළි කසළ කළමනාකරණය නගර අලංකාරයට සහ සෞඛ්‍යයට වැදගත් වේ,0.21,unrelated
නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වේලක් අත්‍යවශ්‍ය වේ,වර්තමාන ලෝකයේ බොහෝ වැඩ කටයුතු සඳහා පරිගණක තාක්ෂණය අත්‍යවශ්‍ය වී තිබේ,0.08,unrelated
කෘතිම බුද්ධිය අනාගත ලෝකයේ ප්‍රධාන තාක්ෂණයකි,AI තාක්ෂණය අනාගතයේ වැදගත් භූමිකාවක් ඉටු කරනු ඇත,0.7,existing
තොරතුරු හුවමාරුව සඳහා නවීන තාක්ෂණය බෙහෙවින් උපකාරී වේ,කලා ශිල්ප මගින් ජාතියක අනන්‍යතාවය ලොවට විදහා දක්වයි,0.0,existing
විදුලිය ඉතිරි කිරීම මගින් පුද්ගලික වියදම් මෙන්ම ජාතික සම්පත්ද සුරැකේ,කරන්ට් එක අරපිරිමැස්මෙන් පාවිච්චි කිරීම මුදල් මෙන්ම රටේ සම්පත්ද ඉතිරි කිරීමකි,0.7,existing
කලා ශිල්ප මගින් ජාතියක අනන්‍යතාවය ලොවට විදහා දක්වයි,එක් එක් ජාතිය සතු විශේෂ ගුණාංග ඔවුන්ගේ නිර්මාණ තුළින් පිළිඹිබු වේ,0.6,existing
